# BUSCO version is: 5.5.0 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2020-09-10, number of genomes: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3488at4890	Complete	scaffold_15:266117-276219	266117	276219	+	2854.6	2048	https://www.orthodb.org/v10?query=3488at4890	Ribosomal protein L19
3557at4890	Complete	scaffold_4:1490009-1496472	1490009	1496472	+	1706.4	1487	https://www.orthodb.org/v10?query=3557at4890	Phosphatidylinositol 3-/4-kinase, catalytic domain
3995at4890	Complete	scaffold_3:595026-600621	595026	600621	-	2077.7	1409	https://www.orthodb.org/v10?query=3995at4890	DNA-directed RNA polymerase subunit
4161at4890	Complete	scaffold_10:171300-176927	171300	176927	-	381.2	549	https://www.orthodb.org/v10?query=4161at4890	Dbl homology (DH) domain
4344at4890	Complete	scaffold_12:704313-710836	704313	710836	+	789.1	604	https://www.orthodb.org/v10?query=4344at4890	Zinc finger, CCHC-type
4479at4890	Complete	scaffold_10:738162-742963	738162	742963	+	1878.4	1155	https://www.orthodb.org/v10?query=4479at4890	Nitrite/Sulfite reductase ferredoxin-like domain
4961at4890	Complete	scaffold_20:391216-398707	391216	398707	-	1142.1	885	https://www.orthodb.org/v10?query=4961at4890	Phosphatidylinositol-4-phosphate 5-kinase, core
5198at4890	Complete	scaffold_13:85694-90715	85694	90715	-	1291.2	1028	https://www.orthodb.org/v10?query=5198at4890	Sec7 domain
5330at4890	Complete	scaffold_9:34232-39515	34232	39515	-	1332.1	1036	https://www.orthodb.org/v10?query=5330at4890	Paired amphipathic helix
5596at4890	Complete	scaffold_3:1769457-1779022	1769457	1779022	+	1020.5	792	https://www.orthodb.org/v10?query=5596at4890	Chromo domain
6019at4890	Complete	scaffold_1:4036303-4041061	4036303	4041061	+	1679.3	1045	https://www.orthodb.org/v10?query=6019at4890	Glycogen debranching enzyme
6263at4890	Complete	scaffold_8:707721-714530	707721	714530	-	2905.1	1809	https://www.orthodb.org/v10?query=6263at4890	DNA polymerase epsilon catalytic subunit
6355at4890	Complete	scaffold_7:210872-214704	210872	214704	-	1699.6	929	https://www.orthodb.org/v10?query=6355at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
6990at4890	Complete	scaffold_1:1832701-1838133	1832701	1838133	-	2251.5	1296	https://www.orthodb.org/v10?query=6990at4890	Clathrin heavy chain
7497at4890	Complete	scaffold_16:522271-526743	522271	526743	+	911.2	825	https://www.orthodb.org/v10?query=7497at4890	Transcription elongation factor Spt6
7647at4890	Complete	scaffold_5:133051-138566	133051	138566	-	877.9	1181	https://www.orthodb.org/v10?query=7647at4890	Ras GTPase activating protein
8339at4890	Complete	scaffold_1:5205818-5209930	5205818	5209930	+	1086.4	916	https://www.orthodb.org/v10?query=8339at4890	Rapamycin-insensitive companion of mTOR, domain 4
8345at4890	Complete	scaffold_5:520218-524419	520218	524419	+	1497.9	1035	https://www.orthodb.org/v10?query=8345at4890	Sterol 3-beta-glucosyltransferase
8502at4890	Complete	scaffold_1:1063396-1067861	1063396	1067861	+	1256.5	860	https://www.orthodb.org/v10?query=8502at4890	L-aminoadipate-semialdehyde dehydrogenase
8809at4890	Complete	scaffold_13:390153-396029	390153	396029	+	2201.7	1417	https://www.orthodb.org/v10?query=8809at4890	SNF2-related, N-terminal domain
8846at4890	Complete	scaffold_5:1664494-1669206	1664494	1669206	+	1150.0	977	https://www.orthodb.org/v10?query=8846at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
9309at4890	Complete	scaffold_16:220790-225860	220790	225860	-	1726.1	1317	https://www.orthodb.org/v10?query=9309at4890	DNA polymerase
9453at4890	Complete	scaffold_11:633450-637668	633450	637668	+	346.4	278	https://www.orthodb.org/v10?query=9453at4890	Kinase
9673at4890	Complete	scaffold_2:2442919-2447004	2442919	2447004	-	1497.4	929	https://www.orthodb.org/v10?query=9673at4890	Phosphoribosylformylglycinamidine synthase
9707at4890	Complete	scaffold_10:200263-204230	200263	204230	-	1100.4	773	https://www.orthodb.org/v10?query=9707at4890	Rho GTPase activation protein
9929at4890	Complete	scaffold_13:532099-536552	532099	536552	+	1020.7	907	https://www.orthodb.org/v10?query=9929at4890	Pleckstrin homology domain
10358at4890	Complete	scaffold_10:901054-906645	901054	906645	+	1642.1	1367	https://www.orthodb.org/v10?query=10358at4890	nucleic acid-binding protein
10480at4890	Complete	scaffold_9:1105799-1110848	1105799	1110848	+	1183.2	1087	https://www.orthodb.org/v10?query=10480at4890	Protein kinase
10555at4890	Complete	scaffold_16:506151-512426	506151	512426	+	1113.1	830	https://www.orthodb.org/v10?query=10555at4890	Anaphase-promoting complex subunit 1
10728at4890	Complete	scaffold_7:1432943-1439411	1432943	1439411	+	1421.1	1426	https://www.orthodb.org/v10?query=10728at4890	Armadillo-type fold
10795at4890	Complete	scaffold_3:2251465-2255336	2251465	2255336	-	1321.3	860	https://www.orthodb.org/v10?query=10795at4890	Exportin-1
10872at4890	Complete	scaffold_9:733254-738319	733254	738319	+	1982.4	1293	https://www.orthodb.org/v10?query=10872at4890	Myosin-2
10917at4890	Complete	scaffold_2:2146121-2152366	2146121	2152366	+	819.4	964	https://www.orthodb.org/v10?query=10917at4890	Histone transcription regulator 3
10962at4890	Complete	scaffold_1:3953894-3957696	3953894	3957696	+	1619.3	942	https://www.orthodb.org/v10?query=10962at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11266at4890	Complete	scaffold_3:1513849-1518011	1513849	1518011	-	917.6	735	https://www.orthodb.org/v10?query=11266at4890	MAP kinase kinase kinase
11622at4890	Complete	scaffold_17:136520-142331	136520	142331	-	1082.3	904	https://www.orthodb.org/v10?query=11622at4890	HECT domain
11641at4890	Complete	scaffold_21:39100-44655	39100	44655	-	889.9	827	https://www.orthodb.org/v10?query=11641at4890	Winged helix-like DNA-binding domain superfamily
11683at4890	Complete	scaffold_6:1875010-1878862	1875010	1878862	+	1569.6	968	https://www.orthodb.org/v10?query=11683at4890	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
11818at4890	Complete	scaffold_10:745386-749547	745386	749547	+	670.0	505	https://www.orthodb.org/v10?query=11818at4890	DNA-directed RNA polymerase
11820at4890	Complete	scaffold_2:867311-873252	867311	873252	+	1495.5	1067	https://www.orthodb.org/v10?query=11820at4890	Acyl-CoA ligase
11957at4890	Complete	scaffold_10:1107308-1110727	1107308	1110727	-	1730.8	944	https://www.orthodb.org/v10?query=11957at4890	DNA polymerase
12223at4890	Complete	scaffold_3:851797-857430	851797	857430	-	880.5	1157	https://www.orthodb.org/v10?query=12223at4890	Nucleoporin
13059at4890	Complete	scaffold_6:27093-30802	27093	30802	-	1127.8	683	https://www.orthodb.org/v10?query=13059at4890	Chitin synthase 4
13343at4890	Complete	scaffold_1:6410819-6416203	6410819	6416203	-	926.2	1146	https://www.orthodb.org/v10?query=13343at4890	tRNA (Cytidine(32)-2'-O)-methyltransferase non-catalytic subunit TRM732
13514at4890	Complete	scaffold_11:180219-183834	180219	183834	+	1277.6	769	https://www.orthodb.org/v10?query=13514at4890	DNA polymerase gamma
13724at4890	Complete	scaffold_1:2387285-2391506	2387285	2391506	+	641.9	830	https://www.orthodb.org/v10?query=13724at4890	Nucleoporin, Nup133/Nup155-like, C-terminal
14399at4890	Complete	scaffold_7:1285256-1288757	1285256	1288757	+	1495.1	890	https://www.orthodb.org/v10?query=14399at4890	Elongation factor 3
14698at4890	Complete	scaffold_16:599154-604757	599154	604757	-	868.8	489	https://www.orthodb.org/v10?query=14698at4890	Phospholipase
14869at4890	Complete	scaffold_9:556921-561592	556921	561592	-	1079.3	1035	https://www.orthodb.org/v10?query=14869at4890	Protein cft1
15077at4890	Complete	scaffold_3:817287-821833	817287	821833	-	420.1	750	https://www.orthodb.org/v10?query=15077at4890	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
15115at4890	Complete	scaffold_5:1377977-1381925	1377977	1381925	-	1149.9	812	https://www.orthodb.org/v10?query=15115at4890	MIF4G-like domain superfamily
15281at4890	Complete	scaffold_9:808317-812015	808317	812015	-	1784.9	1130	https://www.orthodb.org/v10?query=15281at4890	Tetratricopeptide repeat
16256at4890	Complete	scaffold_23:104360-107593	104360	107593	-	1195.5	708	https://www.orthodb.org/v10?query=16256at4890	Glycine cleavage system P protein
16504at4890	Complete	scaffold_1:3304576-3308322	3304576	3308322	-	361.1	309	https://www.orthodb.org/v10?query=16504at4890	HECT domain
16552at4890	Complete	scaffold_17:471900-475857	471900	475857	+	1625.9	1033	https://www.orthodb.org/v10?query=16552at4890	Patched sphingolipid transporter
16615at4890	Complete	scaffold_3:227294-232604	227294	232604	-	1468.0	916	https://www.orthodb.org/v10?query=16615at4890	DNA topoisomerase 2
16998at4890	Complete	scaffold_1:6091381-6098168	6091381	6098168	-	1592.8	1057	https://www.orthodb.org/v10?query=16998at4890	DNA polymerase
17020at4890	Complete	scaffold_18:362599-367096	362599	367096	-	334.9	421	https://www.orthodb.org/v10?query=17020at4890	Ubiquitin carboxyl-terminal hydrolase
17135at4890	Complete	scaffold_1:2518678-2522094	2518678	2522094	-	806.0	702	https://www.orthodb.org/v10?query=17135at4890	WD40 repeat
17730at4890	Complete	scaffold_1:6053681-6057292	6053681	6057292	-	1225.4	864	https://www.orthodb.org/v10?query=17730at4890	P-loop containing nucleoside triphosphate hydrolase protein
18066at4890	Complete	scaffold_7:1388248-1392078	1388248	1392078	+	1203.1	742	https://www.orthodb.org/v10?query=18066at4890	P-type ATPase
18168at4890	Complete	scaffold_2:1631761-1635882	1631761	1635882	-	295.2	345	https://www.orthodb.org/v10?query=18168at4890	WD40/YVTN repeat-like-containing domain superfamily
18331at4890	Complete	scaffold_9:218997-222979	218997	222979	-	1134.6	882	https://www.orthodb.org/v10?query=18331at4890	Transcription initiation factor TFIID subunit 2
18372at4890	Complete	scaffold_3:384422-392341	384422	392341	-	2333.9	1834	https://www.orthodb.org/v10?query=18372at4890	Cell morphogenesis central region
18627at4890	Complete	scaffold_1:1985494-1989009	1985494	1989009	-	1333.0	767	https://www.orthodb.org/v10?query=18627at4890	ATP-dependent RNA helicase DOB1
18887at4890	Complete	scaffold_1:1223968-1227341	1223968	1227341	-	1481.9	796	https://www.orthodb.org/v10?query=18887at4890	2-oxoglutarate dehydrogenase E1 component
19101at4890	Complete	scaffold_13:397016-399991	397016	399991	-	1388.2	951	https://www.orthodb.org/v10?query=19101at4890	Peptide hydrolase
19415at4890	Complete	scaffold_20:16642-20038	16642	20038	-	1022.5	779	https://www.orthodb.org/v10?query=19415at4890	FACT complex subunit spt16
19486at4890	Complete	scaffold_17:476860-480427	476860	480427	+	1099.0	892	https://www.orthodb.org/v10?query=19486at4890	putative importin subunit beta-4
19513at4890	Complete	scaffold_5:1122186-1130099	1122186	1130099	+	1925.1	1793	https://www.orthodb.org/v10?query=19513at4890	WD40-repeat-containing domain
19760at4890	Complete	scaffold_16:631055-634954	631055	634954	+	1380.5	906	https://www.orthodb.org/v10?query=19760at4890	Condensin complex subunit 1
20261at4890	Complete	scaffold_1:1571618-1575351	1571618	1575351	-	1221.4	789	https://www.orthodb.org/v10?query=20261at4890	26S proteasome regulatory subunit RPN2
20272at4890	Complete	scaffold_2:3517752-3521239	3517752	3521239	+	1322.1	824	https://www.orthodb.org/v10?query=20272at4890	NAD-specific glutamate dehydrogenase
20419at4890	Complete	scaffold_1:3837174-3840548	3837174	3840548	+	927.0	600	https://www.orthodb.org/v10?query=20419at4890	P-loop containing nucleoside triphosphate hydrolase protein
20492at4890	Complete	scaffold_17:536918-542872	536918	542872	-	1488.7	1268	https://www.orthodb.org/v10?query=20492at4890	Protein dopey
20588at4890	Complete	scaffold_13:878540-882249	878540	882249	+	1331.2	893	https://www.orthodb.org/v10?query=20588at4890	Importin subunit beta-3
20789at4890	Complete	scaffold_1:5497389-5501224	5497389	5501224	-	1280.1	1095	https://www.orthodb.org/v10?query=20789at4890	Structural maintenance of chromosomes protein
20855at4890	Complete	scaffold_6:746329-749305	746329	749305	+	1257.8	731	https://www.orthodb.org/v10?query=20855at4890	WD40-repeat-containing domain
21153at4890	Complete	scaffold_5:621247-625808	621247	625808	-	1462.7	951	https://www.orthodb.org/v10?query=21153at4890	WD40-repeat-containing domain
21311at4890	Complete	scaffold_17:681567-687929	681567	687929	+	997.5	813	https://www.orthodb.org/v10?query=21311at4890	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
21776at4890	Complete	scaffold_3:672817-676110	672817	676110	+	1581.0	904	https://www.orthodb.org/v10?query=21776at4890	Isoleucyl-tRNA synthetase
22281at4890	Complete	scaffold_5:829382-833151	829382	833151	-	790.7	615	https://www.orthodb.org/v10?query=22281at4890	Winged helix-like DNA-binding domain superfamily
22726at4890	Complete	scaffold_11:966618-971337	966618	971337	-	1141.0	780	https://www.orthodb.org/v10?query=22726at4890	Lysophospholipase NTE1
23385at4890	Complete	scaffold_1:6314130-6318345	6314130	6318345	+	778.5	722	https://www.orthodb.org/v10?query=23385at4890	WD40-repeat-containing domain
24253at4890	Complete	scaffold_8:572034-576088	572034	576088	+	1445.7	911	https://www.orthodb.org/v10?query=24253at4890	Coatomer subunit alpha
24394at4890	Complete	scaffold_8:1191033-1195176	1191033	1195176	-	1493.6	914	https://www.orthodb.org/v10?query=24394at4890	ATP-dependent RNA helicase Ski2, C-terminal
24733at4890	Complete	scaffold_20:342959-346357	342959	346357	+	888.8	606	https://www.orthodb.org/v10?query=24733at4890	EGF-like, conserved site
25255at4890	Complete	scaffold_18:485671-489385	485671	489385	+	1414.2	903	https://www.orthodb.org/v10?query=25255at4890	Leucyl-tRNA synthetase
25264at4890	Complete	scaffold_5:1107297-1112361	1107297	1112361	-	2035.0	1300	https://www.orthodb.org/v10?query=25264at4890	ABC transporter type 1, transmembrane domain
25328at4890	Complete	scaffold_2:638410-641538	638410	641538	-	894.6	658	https://www.orthodb.org/v10?query=25328at4890	Importin beta-1 subunit
25517at4890	Complete	scaffold_1:1777473-1780731	1777473	1780731	-	794.2	641	https://www.orthodb.org/v10?query=25517at4890	Mitochondrial presequence protease
25673at4890	Complete	scaffold_3:1482772-1486107	1482772	1486107	-	657.5	462	https://www.orthodb.org/v10?query=25673at4890	Non-specific serine/threonine protein kinase
25857at4890	Complete	scaffold_20:410979-414507	410979	414507	-	254.9	516	https://www.orthodb.org/v10?query=25857at4890	WD40-repeat-containing domain
25885at4890	Complete	scaffold_6:141608-144893	141608	144893	-	1113.5	761	https://www.orthodb.org/v10?query=25885at4890	GPI ethanolamine phosphate transferase 3
25961at4890	Complete	scaffold_1:5853971-5856809	5853971	5856809	+	817.4	617	https://www.orthodb.org/v10?query=25961at4890	Spindle pole body component
26127at4890	Complete	scaffold_1:2524063-2528015	2524063	2528015	+	1042.3	690	https://www.orthodb.org/v10?query=26127at4890	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
26601at4890	Complete	scaffold_5:1409088-1412427	1409088	1412427	-	1531.1	879	https://www.orthodb.org/v10?query=26601at4890	Elongation factor 3
26763at4890	Complete	scaffold_15:595566-599749	595566	599749	-	1926.8	1021	https://www.orthodb.org/v10?query=26763at4890	P-type ATPase
26790at4890	Complete	scaffold_8:780176-783288	780176	783288	-	794.6	687	https://www.orthodb.org/v10?query=26790at4890	Cleavage and polyadenylation specificity factor subunit 2
27070at4890	Complete	scaffold_2:2534296-2536641	2534296	2536641	-	966.0	557	https://www.orthodb.org/v10?query=27070at4890	DNA helicase
27306at4890	Complete	scaffold_11:799599-802667	799599	802667	-	1239.6	730	https://www.orthodb.org/v10?query=27306at4890	DNA helicase
27399at4890	Complete	scaffold_1:1990242-1994692	1990242	1994692	+	1289.1	934	https://www.orthodb.org/v10?query=27399at4890	Elongator complex protein 1
27578at4890	Complete	scaffold_19:435627-437957	435627	437957	+	600.5	465	https://www.orthodb.org/v10?query=27578at4890	Helicase, C-terminal
27756at4890	Complete	scaffold_7:1452273-1455626	1452273	1455626	-	942.5	713	https://www.orthodb.org/v10?query=27756at4890	Importin alpha re-exporter
27773at4890	Complete	scaffold_24:50978-54278	50978	54278	-	818.8	694	https://www.orthodb.org/v10?query=27773at4890	Nuclear pore protein
28275at4890	Complete	scaffold_16:645601-648951	645601	648951	-	657.6	684	https://www.orthodb.org/v10?query=28275at4890	Nrap protein
28480at4890	Complete	scaffold_3:917589-920695	917589	920695	+	1264.0	701	https://www.orthodb.org/v10?query=28480at4890	Alpha-1,4 glucan phosphorylase
28672at4890	Complete	scaffold_1:319071-323722	319071	323722	+	965.4	933	https://www.orthodb.org/v10?query=28672at4890	Armadillo-type fold
28975at4890	Complete	scaffold_17:371800-375309	371800	375309	+	1020.2	870	https://www.orthodb.org/v10?query=28975at4890	Transcription initiation factor TFIID subunit 1
29193at4890	Complete	scaffold_3:591957-594538	591957	594538	+	1099.1	575	https://www.orthodb.org/v10?query=29193at4890	ATP-dependent helicase, C-terminal
29415at4890	Complete	scaffold_22:405016-411344	405016	411344	-	1415.4	1148	https://www.orthodb.org/v10?query=29415at4890	Adenylate cyclase
29560at4890	Complete	scaffold_7:347960-351232	347960	351232	+	432.2	587	https://www.orthodb.org/v10?query=29560at4890	Mitochondrial exoribonuclease Cyt-4, putative
29753at4890	Complete	scaffold_4:750470-753450	750470	753450	-	291.6	431	https://www.orthodb.org/v10?query=29753at4890	ubiquitin interaction domain-containing protein
29860at4890	Complete	scaffold_7:1774822-1777907	1774822	1777907	+	695.5	586	https://www.orthodb.org/v10?query=29860at4890	Cap binding protein
30009at4890	Complete	scaffold_5:1512641-1518824	1512641	1518824	-	2094.6	1425	https://www.orthodb.org/v10?query=30009at4890	Sec7, C-terminal
30240at4890	Complete	scaffold_9:599692-602899	599692	602899	-	1250.3	768	https://www.orthodb.org/v10?query=30240at4890	Alanine--tRNA ligase
30243at4890	Complete	scaffold_2:3575267-3578638	3575267	3578638	+	307.0	407	https://www.orthodb.org/v10?query=30243at4890	Mediator of RNA polymerase II transcription subunit 14
30409at4890	Complete	scaffold_6:568839-571816	568839	571816	-	1258.0	697	https://www.orthodb.org/v10?query=30409at4890	DNA helicase
30528at4890	Complete	scaffold_13:492785-496285	492785	496285	-	966.8	844	https://www.orthodb.org/v10?query=30528at4890	Importin-beta domain-containing protein
31573at4890	Complete	scaffold_2:1730753-1734601	1730753	1734601	-	670.1	819	https://www.orthodb.org/v10?query=31573at4890	Autophagy-related protein 11
31904at4890	Complete	scaffold_1:3668431-3671726	3668431	3671726	+	1439.0	820	https://www.orthodb.org/v10?query=31904at4890	RNA cytidine acetyltransferase
31952at4890	Complete	scaffold_18:400547-403446	400547	403446	+	635.1	432	https://www.orthodb.org/v10?query=31952at4890	Autophagy-related protein 9
32165at4890	Complete	scaffold_1:5249192-5252142	5249192	5252142	+	1092.9	650	https://www.orthodb.org/v10?query=32165at4890	Coatomer subunit beta'
32318at4890	Complete	scaffold_20:131814-134754	131814	134754	+	490.2	498	https://www.orthodb.org/v10?query=32318at4890	WD40-repeat-containing domain
32390at4890	Complete	scaffold_1:5305194-5308948	5305194	5308948	-	1466.0	956	https://www.orthodb.org/v10?query=32390at4890	ribosome biogenesis protein
32451at4890	Complete	scaffold_1:5361120-5364877	5361120	5364877	+	1160.4	693	https://www.orthodb.org/v10?query=32451at4890	Splicing factor 3B subunit 1
32568at4890	Complete	scaffold_6:1630430-1632778	1630430	1632778	+	390.7	435	https://www.orthodb.org/v10?query=32568at4890	ARID DNA-binding domain
32643at4890	Complete	scaffold_2:2340093-2346307	2340093	2346307	-	1657.6	1008	https://www.orthodb.org/v10?query=32643at4890	Cation-transporting ATPase
33285at4890	Complete	scaffold_18:392208-396026	392208	396026	-	595.5	541	https://www.orthodb.org/v10?query=33285at4890	Ras GTPase-activating domain
33573at4890	Complete	scaffold_6:826432-828953	826432	828953	+	954.1	547	https://www.orthodb.org/v10?query=33573at4890	Helicase, C-terminal
33752at4890	Complete	scaffold_1:3219692-3223980	3219692	3223980	-	1158.8	675	https://www.orthodb.org/v10?query=33752at4890	DNA helicase
33896at4890	Complete	scaffold_1:5963516-5968814	5963516	5968814	+	1447.3	1105	https://www.orthodb.org/v10?query=33896at4890	Structural maintenance of chromosomes protein
34502at4890	Complete	scaffold_1:1931859-1934304	1931859	1934304	+	1107.2	648	https://www.orthodb.org/v10?query=34502at4890	Cobalamin-independent methionine synthase
35625at4890	Complete	scaffold_2:2028364-2030980	2028364	2030980	+	737.8	451	https://www.orthodb.org/v10?query=35625at4890	ATPase, AAA-type, conserved site
36099at4890	Complete	scaffold_11:535889-540503	535889	540503	-	1346.3	902	https://www.orthodb.org/v10?query=36099at4890	P-loop containing nucleoside triphosphate hydrolase protein
36111at4890	Complete	scaffold_1:3655512-3660401	3655512	3660401	+	918.5	882	https://www.orthodb.org/v10?query=36111at4890	WD40/YVTN repeat-like-containing domain superfamily
36572at4890	Complete	scaffold_2:1022319-1025023	1022319	1025023	-	1064.3	677	https://www.orthodb.org/v10?query=36572at4890	Histidine biosynthesis trifunctional protein
36728at4890	Complete	scaffold_5:1492977-1495868	1492977	1495868	+	833.1	699	https://www.orthodb.org/v10?query=36728at4890	Tetratricopeptide repeat
36835at4890	Complete	scaffold_1:4969513-4972670	4969513	4972670	-	801.2	521	https://www.orthodb.org/v10?query=36835at4890	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
36866at4890	Complete	scaffold_2:589779-592895	589779	592895	-	759.6	667	https://www.orthodb.org/v10?query=36866at4890	Importin subunit beta-2
37228at4890	Complete	scaffold_23:70203-72886	70203	72886	-	998.7	715	https://www.orthodb.org/v10?query=37228at4890	Eukaryotic translation initiation factor 3 subunit C
37253at4890	Complete	scaffold_3:1676167-1679376	1676167	1679376	+	372.2	507	https://www.orthodb.org/v10?query=37253at4890	Mediator of RNA polymerase II transcription subunit 16
37491at4890	Complete	scaffold_12:507585-510922	507585	510922	-	1038.5	772	https://www.orthodb.org/v10?query=37491at4890	DNA repair protein
37846at4890	Complete	scaffold_5:645939-649001	645939	649001	+	672.8	489	https://www.orthodb.org/v10?query=37846at4890	Coatomer subunit gamma
38057at4890	Complete	scaffold_5:382296-386079	382296	386079	-	327.4	215	https://www.orthodb.org/v10?query=38057at4890	Protein kinase domain
38423at4890	Complete	scaffold_3:704759-707862	704759	707862	+	132.7	153	https://www.orthodb.org/v10?query=38423at4890	Muniscin C-terminal
38468at4890	Complete	scaffold_15:662416-665710	662416	665710	-	1303.1	797	https://www.orthodb.org/v10?query=38468at4890	DNA helicase
38520at4890	Complete	scaffold_1:4571049-4573631	4571049	4573631	-	684.7	422	https://www.orthodb.org/v10?query=38520at4890	Peptidase S8/S53 domain
39029at4890	Complete	scaffold_18:554620-557966	554620	557966	-	818.3	603	https://www.orthodb.org/v10?query=39029at4890	Vacuole morphology and inheritance protein 14
39044at4890	Complete	scaffold_1:352967-356163	352967	356163	+	1251.4	898	https://www.orthodb.org/v10?query=39044at4890	WHIM2 domain
39224at4890	Complete	scaffold_4:755182-757829	755182	757829	+	599.9	382	https://www.orthodb.org/v10?query=39224at4890	Non-specific serine/threonine protein kinase
39569at4890	Complete	scaffold_1:4339307-4342461	4339307	4342461	+	1364.4	802	https://www.orthodb.org/v10?query=39569at4890	Exosome complex exonuclease dis3
39674at4890	Complete	scaffold_1:4064292-4066736	4064292	4066736	-	707.1	548	https://www.orthodb.org/v10?query=39674at4890	Eukaryotic translation initiation factor 3 subunit B
40467at4890	Complete	scaffold_5:1351431-1355183	1351431	1355183	-	720.4	935	https://www.orthodb.org/v10?query=40467at4890	Cellular morphogenesis protein
40894at4890	Complete	scaffold_1:1884510-1887565	1884510	1887565	-	615.2	623	https://www.orthodb.org/v10?query=40894at4890	WD40-repeat-containing domain
41247at4890	Complete	scaffold_14:113438-116524	113438	116524	+	723.6	527	https://www.orthodb.org/v10?query=41247at4890	Polyphosphoinositide phosphatase
41281at4890	Complete	scaffold_9:724326-729372	724326	729372	-	1493.3	967	https://www.orthodb.org/v10?query=41281at4890	Cation-transporting ATPase
41503at4890	Complete	scaffold_24:135889-139564	135889	139564	+	605.9	580	https://www.orthodb.org/v10?query=41503at4890	Topoisomerase 1-associated factor 1
41512at4890	Complete	scaffold_7:92431-96721	92431	96721	+	1233.5	994	https://www.orthodb.org/v10?query=41512at4890	Mammalian uncoordinated homology 13, domain 2
41603at4890	Complete	scaffold_5:559521-564233	559521	564233	-	1177.8	948	https://www.orthodb.org/v10?query=41603at4890	UDP-glucose
41954at4890	Complete	scaffold_3:103916-109526	103916	109526	+	1049.2	1301	https://www.orthodb.org/v10?query=41954at4890	U3 small nucleolar RNA-associated protein
42525at4890	Complete	scaffold_9:403669-406240	403669	406240	+	1038.8	577	https://www.orthodb.org/v10?query=42525at4890	Oligosaccharyl transferase STT3 subunit
42646at4890	Complete	scaffold_1:3636413-3641642	3636413	3641642	-	980.2	813	https://www.orthodb.org/v10?query=42646at4890	Zinc finger, PHD-type
42727at4890	Complete	scaffold_2:2642875-2646273	2642875	2646273	+	440.8	487	https://www.orthodb.org/v10?query=42727at4890	Condensin complex subunit 3
42840at4890	Complete	scaffold_9:864271-867605	864271	867605	+	482.3	363	https://www.orthodb.org/v10?query=42840at4890	Histone-lysine N-methyltransferase
43781at4890	Complete	scaffold_8:477043-481257	477043	481257	+	851.2	887	https://www.orthodb.org/v10?query=43781at4890	Armadillo-type fold
43988at4890	Complete	scaffold_2:1657295-1660491	1657295	1660491	-	838.4	609	https://www.orthodb.org/v10?query=43988at4890	Spindle pole body component
