# BUSCO version is: 5.5.0 
# The lineage dataset is: ascomycota_odb10 (Creation date: 2020-09-10, number of genomes: 365, number of BUSCOs: 1706)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
14399at4890	Complete	scaffold_7:1285047-1288548	1285047	1288548	+	1495.1	890	https://www.orthodb.org/v10?query=14399at4890	Elongation factor 3
14698at4890	Complete	scaffold_16:599117-604720	599117	604720	-	868.8	489	https://www.orthodb.org/v10?query=14698at4890	Phospholipase
14869at4890	Complete	scaffold_9:556854-561525	556854	561525	-	1079.3	1035	https://www.orthodb.org/v10?query=14869at4890	Protein cft1
15077at4890	Complete	scaffold_3:817240-821786	817240	821786	-	420.1	750	https://www.orthodb.org/v10?query=15077at4890	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
15115at4890	Complete	scaffold_5:1377884-1381832	1377884	1381832	-	1149.9	812	https://www.orthodb.org/v10?query=15115at4890	MIF4G-like domain superfamily
15281at4890	Complete	scaffold_9:808094-811792	808094	811792	-	1784.9	1130	https://www.orthodb.org/v10?query=15281at4890	Tetratricopeptide repeat
16256at4890	Complete	scaffold_23:104356-107589	104356	107589	-	1195.5	708	https://www.orthodb.org/v10?query=16256at4890	Glycine cleavage system P protein
16504at4890	Complete	scaffold_1:3304234-3307980	3304234	3307980	-	361.1	309	https://www.orthodb.org/v10?query=16504at4890	HECT domain
16552at4890	Complete	scaffold_17:471862-475819	471862	475819	+	1625.9	1033	https://www.orthodb.org/v10?query=16552at4890	Patched sphingolipid transporter
16615at4890	Complete	scaffold_3:227259-232569	227259	232569	-	1468.0	916	https://www.orthodb.org/v10?query=16615at4890	DNA topoisomerase 2
16998at4890	Complete	scaffold_1:6090844-6097631	6090844	6097631	-	1592.8	1057	https://www.orthodb.org/v10?query=16998at4890	DNA polymerase
17020at4890	Complete	scaffold_18:362573-367070	362573	367070	-	334.9	421	https://www.orthodb.org/v10?query=17020at4890	Ubiquitin carboxyl-terminal hydrolase
17135at4890	Complete	scaffold_1:2518361-2521777	2518361	2521777	-	806.0	702	https://www.orthodb.org/v10?query=17135at4890	WD40 repeat
17730at4890	Complete	scaffold_1:6053146-6056757	6053146	6056757	-	1225.4	864	https://www.orthodb.org/v10?query=17730at4890	P-loop containing nucleoside triphosphate hydrolase protein
18066at4890	Complete	scaffold_7:1388034-1391864	1388034	1391864	+	1203.1	742	https://www.orthodb.org/v10?query=18066at4890	P-type ATPase
18168at4890	Complete	scaffold_2:1631609-1635730	1631609	1635730	-	295.2	345	https://www.orthodb.org/v10?query=18168at4890	WD40/YVTN repeat-like-containing domain superfamily
18331at4890	Complete	scaffold_9:218964-222946	218964	222946	-	1134.6	882	https://www.orthodb.org/v10?query=18331at4890	Transcription initiation factor TFIID subunit 2
18372at4890	Complete	scaffold_3:384391-392310	384391	392310	-	2333.9	1834	https://www.orthodb.org/v10?query=18372at4890	Cell morphogenesis central region
18627at4890	Complete	scaffold_1:1985345-1988860	1985345	1988860	-	1333.0	767	https://www.orthodb.org/v10?query=18627at4890	ATP-dependent RNA helicase DOB1
18887at4890	Complete	scaffold_1:1223841-1227214	1223841	1227214	-	1481.9	796	https://www.orthodb.org/v10?query=18887at4890	2-oxoglutarate dehydrogenase E1 component
19101at4890	Complete	scaffold_13:396985-399960	396985	399960	-	1388.2	951	https://www.orthodb.org/v10?query=19101at4890	Peptide hydrolase
19415at4890	Complete	scaffold_20:16629-20025	16629	20025	-	1022.5	779	https://www.orthodb.org/v10?query=19415at4890	FACT complex subunit spt16
19486at4890	Complete	scaffold_17:476822-480389	476822	480389	+	1099.0	892	https://www.orthodb.org/v10?query=19486at4890	putative importin subunit beta-4
19513at4890	Complete	scaffold_5:1122099-1130012	1122099	1130012	+	1925.1	1793	https://www.orthodb.org/v10?query=19513at4890	WD40-repeat-containing domain
19760at4890	Complete	scaffold_16:631016-634915	631016	634915	+	1380.5	906	https://www.orthodb.org/v10?query=19760at4890	Condensin complex subunit 1
20261at4890	Complete	scaffold_1:1571473-1575206	1571473	1575206	-	1221.4	789	https://www.orthodb.org/v10?query=20261at4890	26S proteasome regulatory subunit RPN2
20272at4890	Complete	scaffold_2:3517433-3520920	3517433	3520920	+	1322.1	824	https://www.orthodb.org/v10?query=20272at4890	NAD-specific glutamate dehydrogenase
20419at4890	Complete	scaffold_1:3836777-3840151	3836777	3840151	+	927.0	600	https://www.orthodb.org/v10?query=20419at4890	P-loop containing nucleoside triphosphate hydrolase protein
20492at4890	Complete	scaffold_17:536861-542815	536861	542815	-	1488.7	1268	https://www.orthodb.org/v10?query=20492at4890	Protein dopey
20588at4890	Complete	scaffold_13:878479-882188	878479	882188	+	1331.2	893	https://www.orthodb.org/v10?query=20588at4890	Importin subunit beta-3
20789at4890	Complete	scaffold_1:5496900-5500735	5496900	5500735	-	1280.1	1095	https://www.orthodb.org/v10?query=20789at4890	Structural maintenance of chromosomes protein
20855at4890	Complete	scaffold_6:746269-749245	746269	749245	+	1257.8	731	https://www.orthodb.org/v10?query=20855at4890	WD40-repeat-containing domain
21153at4890	Complete	scaffold_5:621182-625743	621182	625743	-	1462.7	951	https://www.orthodb.org/v10?query=21153at4890	WD40-repeat-containing domain
21311at4890	Complete	scaffold_17:681507-687869	681507	687869	+	997.5	813	https://www.orthodb.org/v10?query=21311at4890	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
21776at4890	Complete	scaffold_3:672779-676072	672779	676072	+	1581.0	904	https://www.orthodb.org/v10?query=21776at4890	Isoleucyl-tRNA synthetase
22281at4890	Complete	scaffold_5:829308-833077	829308	833077	-	790.7	615	https://www.orthodb.org/v10?query=22281at4890	Winged helix-like DNA-binding domain superfamily
22726at4890	Complete	scaffold_11:966572-971291	966572	971291	-	1141.0	780	https://www.orthodb.org/v10?query=22726at4890	Lysophospholipase NTE1
23385at4890	Complete	scaffold_1:6313566-6317781	6313566	6317781	+	778.5	722	https://www.orthodb.org/v10?query=23385at4890	WD40-repeat-containing domain
24253at4890	Complete	scaffold_8:571993-576047	571993	576047	+	1445.7	911	https://www.orthodb.org/v10?query=24253at4890	Coatomer subunit alpha
24394at4890	Complete	scaffold_8:1190953-1195096	1190953	1195096	-	1493.6	914	https://www.orthodb.org/v10?query=24394at4890	ATP-dependent RNA helicase Ski2, C-terminal
24733at4890	Complete	scaffold_20:342934-346332	342934	346332	+	888.8	606	https://www.orthodb.org/v10?query=24733at4890	EGF-like, conserved site
25255at4890	Complete	scaffold_18:485629-489343	485629	489343	+	1414.2	903	https://www.orthodb.org/v10?query=25255at4890	Leucyl-tRNA synthetase
25264at4890	Complete	scaffold_5:1107210-1112274	1107210	1112274	-	2035.0	1300	https://www.orthodb.org/v10?query=25264at4890	ABC transporter type 1, transmembrane domain
25328at4890	Complete	scaffold_2:638329-641457	638329	641457	-	894.6	658	https://www.orthodb.org/v10?query=25328at4890	Importin beta-1 subunit
25517at4890	Complete	scaffold_1:1777330-1780588	1777330	1780588	-	794.2	641	https://www.orthodb.org/v10?query=25517at4890	Mitochondrial presequence protease
25673at4890	Complete	scaffold_3:1482681-1486016	1482681	1486016	-	657.5	462	https://www.orthodb.org/v10?query=25673at4890	Non-specific serine/threonine protein kinase
25857at4890	Complete	scaffold_20:410947-414475	410947	414475	-	254.9	516	https://www.orthodb.org/v10?query=25857at4890	WD40-repeat-containing domain
25885at4890	Complete	scaffold_6:141600-144885	141600	144885	-	1113.5	761	https://www.orthodb.org/v10?query=25885at4890	GPI ethanolamine phosphate transferase 3
25961at4890	Complete	scaffold_1:5853452-5856290	5853452	5856290	+	817.4	617	https://www.orthodb.org/v10?query=25961at4890	Spindle pole body component
26127at4890	Complete	scaffold_1:2523746-2527698	2523746	2527698	+	1042.3	690	https://www.orthodb.org/v10?query=26127at4890	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
26601at4890	Complete	scaffold_5:1408993-1412332	1408993	1412332	-	1531.1	879	https://www.orthodb.org/v10?query=26601at4890	Elongation factor 3
26763at4890	Complete	scaffold_15:595242-599425	595242	599425	-	1926.8	1021	https://www.orthodb.org/v10?query=26763at4890	P-type ATPase
26790at4890	Complete	scaffold_8:780130-783242	780130	783242	-	794.6	687	https://www.orthodb.org/v10?query=26790at4890	Cleavage and polyadenylation specificity factor subunit 2
27070at4890	Complete	scaffold_2:2534052-2536397	2534052	2536397	-	966.0	557	https://www.orthodb.org/v10?query=27070at4890	DNA helicase
27306at4890	Complete	scaffold_11:799553-802621	799553	802621	-	1239.6	730	https://www.orthodb.org/v10?query=27306at4890	DNA helicase
27399at4890	Complete	scaffold_1:1990093-1994543	1990093	1994543	+	1289.1	934	https://www.orthodb.org/v10?query=27399at4890	Elongator complex protein 1
27578at4890	Complete	scaffold_19:435611-437941	435611	437941	+	600.5	465	https://www.orthodb.org/v10?query=27578at4890	Helicase, C-terminal
27756at4890	Complete	scaffold_7:1452060-1455413	1452060	1455413	-	942.5	713	https://www.orthodb.org/v10?query=27756at4890	Importin alpha re-exporter
27773at4890	Complete	scaffold_24:50956-54256	50956	54256	-	818.8	694	https://www.orthodb.org/v10?query=27773at4890	Nuclear pore protein
28275at4890	Complete	scaffold_16:645562-648912	645562	648912	-	657.6	684	https://www.orthodb.org/v10?query=28275at4890	Nrap protein
28480at4890	Complete	scaffold_3:917539-920645	917539	920645	+	1264.0	701	https://www.orthodb.org/v10?query=28480at4890	Alpha-1,4 glucan phosphorylase
28672at4890	Complete	scaffold_1:319055-323706	319055	323706	+	965.4	933	https://www.orthodb.org/v10?query=28672at4890	Armadillo-type fold
28975at4890	Complete	scaffold_17:371783-375292	371783	375292	+	1020.2	870	https://www.orthodb.org/v10?query=28975at4890	Transcription initiation factor TFIID subunit 1
29193at4890	Complete	scaffold_3:591924-594505	591924	594505	+	1099.1	575	https://www.orthodb.org/v10?query=29193at4890	ATP-dependent helicase, C-terminal
29415at4890	Complete	scaffold_22:404994-411322	404994	411322	-	1415.4	1148	https://www.orthodb.org/v10?query=29415at4890	Adenylate cyclase
29560at4890	Complete	scaffold_7:347875-351147	347875	351147	+	432.2	587	https://www.orthodb.org/v10?query=29560at4890	Mitochondrial exoribonuclease Cyt-4, putative
29753at4890	Complete	scaffold_4:750437-753417	750437	753417	-	291.6	431	https://www.orthodb.org/v10?query=29753at4890	ubiquitin interaction domain-containing protein
29860at4890	Complete	scaffold_7:1774584-1777669	1774584	1777669	+	695.5	586	https://www.orthodb.org/v10?query=29860at4890	Cap binding protein
30009at4890	Complete	scaffold_5:1512537-1518720	1512537	1518720	-	2094.6	1425	https://www.orthodb.org/v10?query=30009at4890	Sec7, C-terminal
30240at4890	Complete	scaffold_9:599619-602826	599619	602826	-	1250.3	768	https://www.orthodb.org/v10?query=30240at4890	Alanine--tRNA ligase
30243at4890	Complete	scaffold_2:3574946-3578317	3574946	3578317	+	307.0	407	https://www.orthodb.org/v10?query=30243at4890	Mediator of RNA polymerase II transcription subunit 14
30409at4890	Complete	scaffold_6:568796-571772	568796	571772	-	1258.1	687	https://www.orthodb.org/v10?query=30409at4890	DNA helicase
30528at4890	Complete	scaffold_13:492751-496251	492751	496251	-	966.8	844	https://www.orthodb.org/v10?query=30528at4890	Importin-beta domain-containing protein
31573at4890	Complete	scaffold_2:1730593-1734441	1730593	1734441	-	670.1	819	https://www.orthodb.org/v10?query=31573at4890	Autophagy-related protein 11
31904at4890	Complete	scaffold_1:3668048-3671343	3668048	3671343	+	1439.0	820	https://www.orthodb.org/v10?query=31904at4890	RNA cytidine acetyltransferase
31952at4890	Complete	scaffold_18:400514-403413	400514	403413	+	635.1	432	https://www.orthodb.org/v10?query=31952at4890	Autophagy-related protein 9
32165at4890	Complete	scaffold_1:5248748-5251698	5248748	5251698	+	1092.9	650	https://www.orthodb.org/v10?query=32165at4890	Coatomer subunit beta'
32318at4890	Complete	scaffold_20:131798-134738	131798	134738	+	490.2	498	https://www.orthodb.org/v10?query=32318at4890	WD40-repeat-containing domain
32390at4890	Complete	scaffold_1:5304750-5308504	5304750	5308504	-	1466.0	956	https://www.orthodb.org/v10?query=32390at4890	ribosome biogenesis protein
32451at4890	Complete	scaffold_1:5360676-5364433	5360676	5364433	+	1160.4	693	https://www.orthodb.org/v10?query=32451at4890	Splicing factor 3B subunit 1
32568at4890	Complete	scaffold_6:1630223-1632571	1630223	1632571	+	390.7	435	https://www.orthodb.org/v10?query=32568at4890	ARID DNA-binding domain
32643at4890	Complete	scaffold_2:2339859-2346073	2339859	2346073	-	1657.6	1008	https://www.orthodb.org/v10?query=32643at4890	Cation-transporting ATPase
33285at4890	Complete	scaffold_18:392175-395993	392175	395993	-	595.5	541	https://www.orthodb.org/v10?query=33285at4890	Ras GTPase-activating domain
33573at4890	Complete	scaffold_6:826354-828875	826354	828875	+	954.1	547	https://www.orthodb.org/v10?query=33573at4890	Helicase, C-terminal
33752at4890	Complete	scaffold_1:3219354-3223642	3219354	3223642	-	1158.8	675	https://www.orthodb.org/v10?query=33752at4890	DNA helicase
33896at4890	Complete	scaffold_1:5962986-5968284	5962986	5968284	+	1447.3	1105	https://www.orthodb.org/v10?query=33896at4890	Structural maintenance of chromosomes protein
34502at4890	Complete	scaffold_1:1931707-1934152	1931707	1934152	+	1107.2	648	https://www.orthodb.org/v10?query=34502at4890	Cobalamin-independent methionine synthase
35625at4890	Complete	scaffold_2:2028133-2030749	2028133	2030749	+	737.8	451	https://www.orthodb.org/v10?query=35625at4890	ATPase, AAA-type, conserved site
36099at4890	Complete	scaffold_11:535852-540466	535852	540466	-	1346.3	902	https://www.orthodb.org/v10?query=36099at4890	P-loop containing nucleoside triphosphate hydrolase protein
36111at4890	Complete	scaffold_1:3655129-3660018	3655129	3660018	+	918.5	882	https://www.orthodb.org/v10?query=36111at4890	WD40/YVTN repeat-like-containing domain superfamily
36572at4890	Complete	scaffold_2:1022205-1024909	1022205	1024909	-	1064.3	677	https://www.orthodb.org/v10?query=36572at4890	Histidine biosynthesis trifunctional protein
36728at4890	Complete	scaffold_5:1492873-1495764	1492873	1495764	+	833.1	699	https://www.orthodb.org/v10?query=36728at4890	Tetratricopeptide repeat
36835at4890	Complete	scaffold_1:4969080-4972237	4969080	4972237	-	801.2	521	https://www.orthodb.org/v10?query=36835at4890	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
36866at4890	Complete	scaffold_2:589706-592822	589706	592822	-	759.6	667	https://www.orthodb.org/v10?query=36866at4890	Importin subunit beta-2
37228at4890	Complete	scaffold_23:70200-72883	70200	72883	-	998.7	715	https://www.orthodb.org/v10?query=37228at4890	Eukaryotic translation initiation factor 3 subunit C
37253at4890	Complete	scaffold_3:1676023-1679232	1676023	1679232	+	372.2	507	https://www.orthodb.org/v10?query=37253at4890	Mediator of RNA polymerase II transcription subunit 16
37491at4890	Complete	scaffold_12:507574-510911	507574	510911	-	1038.5	772	https://www.orthodb.org/v10?query=37491at4890	DNA repair protein
37846at4890	Complete	scaffold_5:645869-648931	645869	648931	+	672.8	489	https://www.orthodb.org/v10?query=37846at4890	Coatomer subunit gamma
38057at4890	Complete	scaffold_5:382255-386038	382255	386038	-	327.4	215	https://www.orthodb.org/v10?query=38057at4890	Protein kinase domain
38423at4890	Complete	scaffold_3:704721-707824	704721	707824	+	132.7	153	https://www.orthodb.org/v10?query=38423at4890	Muniscin C-terminal
38468at4890	Complete	scaffold_15:662088-665382	662088	665382	-	1303.1	797	https://www.orthodb.org/v10?query=38468at4890	DNA helicase
38520at4890	Complete	scaffold_1:4570622-4573204	4570622	4573204	-	684.7	422	https://www.orthodb.org/v10?query=38520at4890	Peptidase S8/S53 domain
39029at4890	Complete	scaffold_18:554577-557922	554577	557922	-	818.3	603	https://www.orthodb.org/v10?query=39029at4890	Vacuole morphology and inheritance protein 14
39044at4890	Complete	scaffold_1:352950-356146	352950	356146	+	1251.4	898	https://www.orthodb.org/v10?query=39044at4890	WHIM2 domain
39224at4890	Complete	scaffold_4:755149-757796	755149	757796	+	599.9	382	https://www.orthodb.org/v10?query=39224at4890	Non-specific serine/threonine protein kinase
39569at4890	Complete	scaffold_1:4338881-4342035	4338881	4342035	+	1364.4	802	https://www.orthodb.org/v10?query=39569at4890	Exosome complex exonuclease dis3
39674at4890	Complete	scaffold_1:4063881-4066325	4063881	4066325	-	707.1	548	https://www.orthodb.org/v10?query=39674at4890	Eukaryotic translation initiation factor 3 subunit B
40467at4890	Complete	scaffold_5:1351339-1355091	1351339	1355091	-	720.4	935	https://www.orthodb.org/v10?query=40467at4890	Cellular morphogenesis protein
40894at4890	Complete	scaffold_1:1884366-1887421	1884366	1887421	-	615.2	623	https://www.orthodb.org/v10?query=40894at4890	WD40-repeat-containing domain
41247at4890	Complete	scaffold_14:113423-116509	113423	116509	+	723.6	527	https://www.orthodb.org/v10?query=41247at4890	Polyphosphoinositide phosphatase
41281at4890	Complete	scaffold_9:724101-729147	724101	729147	-	1493.3	967	https://www.orthodb.org/v10?query=41281at4890	Cation-transporting ATPase
41503at4890	Complete	scaffold_24:135856-139531	135856	139531	+	605.9	580	https://www.orthodb.org/v10?query=41503at4890	Topoisomerase 1-associated factor 1
41512at4890	Complete	scaffold_7:92389-96679	92389	96679	+	1233.5	994	https://www.orthodb.org/v10?query=41512at4890	Mammalian uncoordinated homology 13, domain 2
41603at4890	Complete	scaffold_5:559456-564168	559456	564168	-	1177.8	948	https://www.orthodb.org/v10?query=41603at4890	UDP-glucose
41954at4890	Complete	scaffold_3:103899-109509	103899	109509	+	1049.2	1301	https://www.orthodb.org/v10?query=41954at4890	U3 small nucleolar RNA-associated protein
42525at4890	Complete	scaffold_9:403630-406201	403630	406201	+	1038.8	577	https://www.orthodb.org/v10?query=42525at4890	Oligosaccharyl transferase STT3 subunit
42646at4890	Complete	scaffold_1:3636032-3641261	3636032	3641261	-	980.2	813	https://www.orthodb.org/v10?query=42646at4890	Zinc finger, PHD-type
42727at4890	Complete	scaffold_2:2642636-2646034	2642636	2646034	+	440.8	487	https://www.orthodb.org/v10?query=42727at4890	Condensin complex subunit 3
42840at4890	Complete	scaffold_9:864046-867380	864046	867380	+	482.3	363	https://www.orthodb.org/v10?query=42840at4890	Histone-lysine N-methyltransferase
43781at4890	Complete	scaffold_8:477014-481228	477014	481228	+	851.2	887	https://www.orthodb.org/v10?query=43781at4890	Armadillo-type fold
43988at4890	Complete	scaffold_2:1657144-1660340	1657144	1660340	-	838.4	609	https://www.orthodb.org/v10?query=43988at4890	Spindle pole body component
